1019.00,492.00,739.00
1023.00,492.00,737.00
1019.00,491.00,738.00
1022.00,491.00,739.00
1018.00,492.00,740.00
1023.00,491.00,734.00
1018.00,492.00,740.00
1022.00,492.00,734.00
1019.00,492.00,737.00
1021.00,492.00,737.00
1021.00,491.00,737.00
1021.00,492.00,738.00
1020.00,492.00,733.00
1021.00,492.00,736.00
1022.00,491.00,735.00
1023.00,491.00,739.00
1021.00,492.00,735.00
1021.00,492.00,736.00
1018.00,492.00,741.00
1022.00,492.00,738.00
1019.00,492.00,737.00
1021.00,492.00,735.00
1017.00,493.00,739.00
1021.00,492.00,738.00
1020.00,492.00,739.00
1020.00,492.00,735.00
1021.00,492.00,738.00
1020.00,491.00,737.00
1022.00,491.00,736.00
1018.00,492.00,735.00
1020.00,492.00,737.00
1021.00,491.00,737.00
1021.00,491.00,734.00
1023.00,492.00,737.00
1022.00,493.00,736.00
1020.00,492.00,737.00
1021.00,492.00,734.00
1023.00,492.00,733.00
1020.00,491.00,735.00
1022.00,491.00,737.00
1021.00,492.00,735.00
1023.00,492.00,736.00
1020.00,491.00,736.00
1021.00,492.00,734.00
1022.00,491.00,737.00
1021.00,491.00,734.00
1021.00,491.00,738.00
1020.00,492.00,737.00
1021.00,492.00,737.00
1019.00,492.00,735.00
1019.00,491.00,735.00
1019.00,492.00,736.00
1019.00,492.00,736.00
1019.00,491.00,736.00
1019.00,492.00,739.00
1019.00,493.00,740.00
1018.00,491.00,733.00
1019.00,491.00,735.00
1020.00,492.00,735.00
1021.00,491.00,735.00
1020.00,491.00,734.00
1019.00,491.00,736.00
1019.00,491.00,736.00
1021.00,491.00,737.00
1019.00,491.00,734.00
1015.00,492.00,734.00
1019.00,491.00,736.00
1018.00,492.00,736.00
1021.00,491.00,735.00
1019.00,490.00,734.00
1020.00,491.00,733.00
1013.00,491.00,737.00
1021.00,490.00,735.00
1019.00,490.00,734.00
1018.00,491.00,735.00
1019.00,491.00,736.00
1018.00,491.00,734.00
1018.00,491.00,735.00
1020.00,491.00,732.00
1018.00,492.00,735.00
1018.00,491.00,736.00
1017.00,490.00,737.00
1017.00,491.00,735.00
1019.00,490.00,738.00
1019.00,490.00,735.00
1019.00,490.00,734.00
1019.00,491.00,732.00
1018.00,491.00,739.00
1017.00,491.00,736.00
1018.00,490.00,736.00
1016.00,490.00,732.00
1018.00,491.00,737.00
1018.00,490.00,734.00
1014.00,490.00,736.00
1018.00,491.00,736.00
1017.00,490.00,731.00
1013.00,490.00,736.00
1017.00,491.00,734.00
1018.00,491.00,734.00
1016.00,490.00,732.00
1019.00,490.00,735.00
1019.00,491.00,732.00
1018.00,490.00,735.00
1020.00,492.00,736.00
1016.00,490.00,734.00
1018.00,490.00,733.00
1019.00,489.00,736.00
1018.00,490.00,735.00
1017.00,490.00,734.00
1014.00,490.00,735.00
1017.00,490.00,735.00
1017.00,490.00,732.00
1013.00,490.00,735.00
1017.00,490.00,734.00
1018.00,490.00,734.00
1014.00,490.00,738.00
1017.00,490.00,736.00
1017.00,489.00,735.00
1016.00,492.00,735.00
1017.00,490.00,732.00
1017.00,491.00,735.00
1019.00,491.00,737.00
1018.00,490.00,734.00
1018.00,491.00,735.00
1019.00,490.00,733.00
1019.00,490.00,734.00
1016.00,490.00,734.00
1016.00,490.00,733.00
1019.00,490.00,736.00
1017.00,490.00,734.00
1016.00,490.00,736.00
1017.00,489.00,735.00
1017.00,491.00,735.00
1017.00,489.00,734.00
1015.00,489.00,734.00
1017.00,489.00,732.00
1016.00,490.00,732.00
1014.00,490.00,733.00
1016.00,490.00,734.00
1016.00,490.00,731.00
1016.00,490.00,737.00
1019.00,491.00,735.00
1019.00,490.00,735.00
1019.00,490.00,735.00
1016.00,490.00,735.00
1015.00,491.00,735.00
1017.00,491.00,734.00
1018.00,491.00,732.00
1016.00,491.00,731.00
1018.00,492.00,733.00
1018.00,492.00,739.00
1019.00,495.00,736.00
1020.00,497.00,733.00
1019.00,498.00,739.00
1022.00,501.00,739.00
1023.00,503.00,737.00
1023.00,505.00,739.00
1023.00,506.00,740.00
1021.00,508.00,742.00
1022.00,508.00,738.00
1023.00,508.00,742.00
1023.00,509.00,741.00
1021.00,510.00,740.00
1023.00,509.00,741.00
1022.00,509.00,742.00
1021.00,510.00,740.00
1023.00,512.00,743.00
1023.00,514.00,745.00
1023.00,515.00,744.00
1023.00,516.00,744.00
1023.00,516.00,745.00
1023.00,517.00,742.00
1023.00,520.00,751.00
1023.00,521.00,752.00
1023.00,525.00,750.00
1023.00,528.00,752.00
1023.00,529.00,750.00
1023.00,531.00,755.00
1023.00,533.00,753.00
1023.00,534.00,757.00
1023.00,536.00,757.00
1023.00,539.00,755.00
1023.00,542.00,763.00
1023.00,543.00,761.00
1023.00,545.00,761.00
1023.00,547.00,766.00
1023.00,547.00,764.00
1023.00,549.00,765.00
1023.00,549.00,764.00
1023.00,548.00,762.00
1023.00,548.00,762.00
1023.00,547.00,767.00
1023.00,546.00,762.00
1023.00,543.00,761.00
1023.00,543.00,756.00
1023.00,540.00,758.00
1023.00,539.00,754.00
1023.00,536.00,756.00
1023.00,534.00,753.00
1023.00,532.00,749.00
1023.00,530.00,751.00
1023.00,527.00,748.00
1023.00,524.00,747.00
1023.00,521.00,745.00
1023.00,518.00,746.00
1023.00,515.00,747.00
1023.00,511.00,743.00
1023.00,508.00,745.00
1023.00,504.00,739.00
1023.00,501.00,743.00
1013.00,497.00,738.00
1004.00,494.00,739.00
999.00,490.00,737.00
995.00,488.00,736.00
992.00,488.00,732.00
991.00,487.00,737.00
990.00,486.00,733.00
990.00,487.00,732.00
991.00,486.00,733.00
986.00,485.00,732.00
988.00,486.00,732.00
987.00,486.00,731.00
984.00,486.00,732.00
986.00,486.00,732.00
988.00,485.00,732.00
988.00,486.00,732.00
986.00,485.00,734.00
982.00,485.00,725.00
986.00,485.00,728.00
987.00,487.00,729.00
986.00,485.00,730.00
987.00,486.00,731.00
989.00,485.00,727.00
989.00,487.00,730.00
994.00,487.00,729.00
992.00,487.00,732.00
999.00,489.00,727.00
1005.00,493.00,730.00
1008.00,500.00,736.00
1013.00,504.00,737.00
1017.00,512.00,741.00
1019.00,519.00,741.00
1023.00,524.00,749.00
1023.00,531.00,749.00
1023.00,539.00,759.00
1023.00,547.00,759.00
1023.00,553.00,774.00
1023.00,558.00,781.00
1023.00,561.00,780.00
1023.00,565.00,787.00
1023.00,567.00,784.00
1023.00,571.00,792.00
1023.00,572.00,793.00
1023.00,577.00,796.00
1023.00,580.00,803.00
1023.00,583.00,806.00
1023.00,586.00,812.00
1023.00,587.00,809.00
1023.00,589.00,806.00
1023.00,590.00,815.00
1023.00,593.00,816.00
1023.00,598.00,822.00
1023.00,601.00,834.00
1023.00,605.00,829.00
1023.00,609.00,830.00
1023.00,611.00,827.00
1023.00,615.00,837.00
1023.00,617.00,838.00
1023.00,619.00,838.00
1023.00,620.00,842.00
1023.00,621.00,839.00
1023.00,621.00,836.00
1023.00,620.00,837.00
1023.00,620.00,839.00
1023.00,621.00,833.00
1023.00,622.00,842.00
1023.00,623.00,845.00
1023.00,625.00,846.00
1023.00,625.00,844.00
1023.00,624.00,839.00
1023.00,624.00,837.00
1023.00,622.00,839.00
1023.00,620.00,832.00
1023.00,616.00,826.00
1023.00,609.00,829.00
1023.00,603.00,819.00
1023.00,593.00,810.00
1023.00,583.00,799.00
1023.00,573.00,796.00
1023.00,560.00,787.00
1023.00,549.00,777.00
1023.00,540.00,778.00
1023.00,531.00,769.00
1023.00,524.00,770.00
1023.00,517.00,767.00
1023.00,513.00,764.00
1023.00,508.00,758.00
1023.00,505.00,764.00
1023.00,503.00,759.00
1023.00,501.00,759.00
1023.00,500.00,755.00
1023.00,499.00,756.00
1023.00,497.00,755.00
1023.00,495.00,754.00
1023.00,495.00,753.00
1023.00,492.00,753.00
1023.00,491.00,754.00
1023.00,489.00,754.00
1023.00,487.00,754.00
1023.00,484.00,752.00
1023.00,482.00,753.00
1022.00,479.00,750.00
1021.00,476.00,750.00
1019.00,475.00,750.00
1016.00,472.00,747.00
1011.00,471.00,750.00
1005.00,468.00,748.00
1000.00,468.00,748.00
994.00,466.00,746.00
993.00,465.00,746.00
990.00,464.00,743.00
987.00,464.00,746.00
985.00,462.00,744.00
985.00,462.00,744.00
983.00,461.00,742.00
983.00,460.00,745.00
977.00,459.00,745.00
973.00,457.00,746.00
967.00,456.00,745.00
959.00,453.00,744.00
951.00,451.00,743.00
945.00,451.00,744.00
942.00,449.00,743.00
941.00,448.00,743.00
940.00,449.00,745.00
939.00,448.00,744.00
939.00,448.00,742.00
939.00,449.00,741.00
937.00,447.00,743.00
938.00,450.00,743.00
937.00,449.00,743.00
939.00,451.00,744.00
943.00,453.00,745.00
948.00,456.00,747.00
955.00,458.00,745.00
963.00,461.00,747.00
969.00,462.00,745.00
975.00,463.00,744.00
984.00,466.00,751.00
990.00,470.00,748.00
1004.00,474.00,757.00
1015.00,477.00,757.00
1023.00,483.00,761.00
1023.00,488.00,765.00
1023.00,492.00,766.00
1023.00,496.00,769.00
1023.00,499.00,771.00
1023.00,501.00,777.00
1023.00,507.00,779.00
1023.00,513.00,788.00
1023.00,516.00,787.00
1023.00,518.00,798.00
1023.00,520.00,802.00
1023.00,521.00,801.00
1023.00,523.00,804.00
1023.00,525.00,801.00
1023.00,527.00,807.00
1023.00,531.00,810.00
1023.00,538.00,814.00
1023.00,546.00,806.00
1023.00,555.00,814.00
1023.00,561.00,817.00
1023.00,566.00,823.00
1023.00,570.00,826.00
1023.00,572.00,828.00
1023.00,574.00,826.00
1023.00,575.00,825.00
1023.00,575.00,818.00
1023.00,576.00,824.00
1023.00,576.00,838.00
1023.00,576.00,838.00
1023.00,575.00,840.00
1023.00,576.00,834.00
1023.00,577.00,837.00
1023.00,577.00,836.00
1023.00,579.00,834.00
1023.00,581.00,842.00
1023.00,583.00,841.00
1023.00,586.00,852.00
1023.00,584.00,850.00
1023.00,586.00,852.00
1023.00,585.00,854.00
1023.00,585.00,857.00
1023.00,585.00,838.00
1023.00,585.00,848.00
1023.00,585.00,848.00
1023.00,585.00,844.00
1023.00,585.00,843.00
1023.00,584.00,839.00
1023.00,584.00,845.00
1023.00,583.00,829.00
1023.00,580.00,833.00
1023.00,577.00,820.00
1023.00,573.00,818.00
1023.00,565.00,812.00
1023.00,559.00,810.00
1023.00,553.00,808.00
1023.00,544.00,806.00
1023.00,535.00,800.00
1023.00,526.00,800.00
1023.00,520.00,801.00
1023.00,511.00,797.00
1023.00,505.00,799.00
1023.00,499.00,791.00
1023.00,494.00,794.00
1023.00,488.00,785.00
1023.00,481.00,785.00
1023.00,476.00,783.00
1017.00,471.00,781.00
1008.00,467.00,779.00
998.00,462.00,779.00
984.00,458.00,775.00
974.00,454.00,775.00
963.00,450.00,776.00
953.00,447.00,772.00
947.00,442.00,770.00
943.00,440.00,772.00
933.00,440.00,768.00
927.00,436.00,767.00
918.00,433.00,767.00
909.00,429.00,768.00
899.00,427.00,766.00
889.00,424.00,763.00
879.00,420.00,764.00
869.00,419.00,763.00
862.00,415.00,760.00
854.00,412.00,760.00
848.00,408.00,758.00
836.00,405.00,759.00
828.00,402.00,758.00
822.00,401.00,756.00
815.00,399.00,757.00
810.00,398.00,756.00
809.00,397.00,756.00
807.00,396.00,754.00
805.00,395.00,756.00
805.00,394.00,755.00
805.00,393.00,755.00
805.00,394.00,753.00
802.00,394.00,752.00
803.00,392.00,751.00
803.00,392.00,753.00
803.00,392.00,753.00
802.00,392.00,751.00
802.00,391.00,753.00
804.00,391.00,753.00
805.00,392.00,753.00
800.00,391.00,752.00
803.00,391.00,755.00
802.00,392.00,751.00
807.00,390.00,754.00
813.00,391.00,752.00
821.00,391.00,753.00
836.00,391.00,755.00
857.00,393.00,755.00
875.00,397.00,761.00
898.00,410.00,765.00
919.00,425.00,774.00
937.00,442.00,771.00
956.00,455.00,772.00
972.00,464.00,779.00
975.00,471.00,779.00
992.00,479.00,780.00
994.00,490.00,781.00
996.00,497.00,782.00
1005.00,505.00,792.00
1014.00,513.00,795.00
1018.00,518.00,796.00
1023.00,523.00,805.00
1023.00,526.00,797.00
1023.00,530.00,804.00
1023.00,534.00,805.00
1023.00,537.00,813.00
1023.00,540.00,812.00
1023.00,545.00,817.00
1023.00,550.00,815.00
1023.00,553.00,821.00
1023.00,557.00,824.00
1023.00,559.00,826.00
1023.00,562.00,827.00
1023.00,563.00,823.00
1023.00,565.00,828.00
1023.00,567.00,830.00
1023.00,570.00,831.00
1023.00,574.00,835.00
1023.00,576.00,842.00
1023.00,577.00,840.00
1023.00,579.00,856.00
1023.00,579.00,858.00
1023.00,581.00,852.00
1023.00,583.00,857.00
1023.00,586.00,853.00
1023.00,586.00,855.00
1023.00,586.00,859.00
1023.00,588.00,856.00
1023.00,588.00,861.00
1023.00,588.00,856.00
1023.00,588.00,862.00
1023.00,587.00,851.00
1023.00,586.00,858.00
1023.00,587.00,859.00
1023.00,585.00,852.00
1023.00,586.00,854.00
1023.00,583.00,847.00
1023.00,584.00,855.00
1023.00,582.00,848.00
1023.00,581.00,840.00
1023.00,579.00,844.00
1023.00,577.00,848.00
1023.00,574.00,834.00
1023.00,572.00,840.00
1023.00,569.00,832.00
1023.00,567.00,840.00
1023.00,564.00,829.00
1023.00,560.00,828.00
1023.00,557.00,822.00
1023.00,553.00,817.00
1023.00,548.00,819.00
1023.00,542.00,817.00
1023.00,538.00,809.00
1023.00,535.00,810.00
1023.00,534.00,810.00
1023.00,530.00,806.00
1023.00,527.00,803.00
1023.00,524.00,797.00
1023.00,521.00,797.00
1023.00,518.00,797.00
1023.00,513.00,788.00
1023.00,510.00,790.00
1023.00,506.00,789.00
1023.00,503.00,793.00
1023.00,501.00,793.00
1023.00,498.00,790.00
1023.00,496.00,792.00
1023.00,495.00,789.00
1023.00,494.00,787.00
1023.00,493.00,786.00
1023.00,490.00,788.00
1023.00,486.00,786.00
1023.00,482.00,792.00
1023.00,480.00,790.00
1023.00,477.00,791.00
1023.00,473.00,792.00
1023.00,472.00,789.00
1017.00,473.00,785.00
1020.00,472.00,786.00
1018.00,471.00,782.00
1017.00,472.00,784.00
1017.00,472.00,781.00
1016.00,470.00,782.00
1013.00,472.00,779.00
1011.00,470.00,783.00
1013.00,471.00,782.00
1012.00,471.00,776.00
1009.00,472.00,781.00
1012.00,471.00,782.00
1014.00,472.00,781.00
1014.00,471.00,780.00
1014.00,473.00,782.00
1016.00,474.00,777.00
1019.00,473.00,781.00
1017.00,474.00,783.00
1022.00,476.00,781.00
1023.00,476.00,780.00
1022.00,478.00,781.00
1023.00,478.00,781.00
1023.00,478.00,783.00
1023.00,478.00,782.00
1023.00,477.00,780.00
1023.00,478.00,783.00
1023.00,479.00,782.00
1023.00,480.00,786.00
1023.00,483.00,787.00
1023.00,485.00,789.00
1023.00,487.00,788.00
1023.00,488.00,790.00
1023.00,488.00,793.00
1023.00,489.00,783.00
1023.00,491.00,791.00
1023.00,493.00,789.00
1023.00,495.00,796.00
1023.00,499.00,794.00
1023.00,498.00,794.00
1023.00,500.00,798.00
1023.00,500.00,799.00
1023.00,501.00,804.00
1023.00,501.00,804.00
1023.00,502.00,801.00
1023.00,502.00,802.00
1023.00,503.00,804.00
1023.00,505.00,806.00
1023.00,506.00,804.00
1023.00,507.00,806.00
1023.00,508.00,805.00
