is_mt,latitude,longitude
0,40.7281344,-73.9532731
1,40.7845155,-73.9498247
1,40.813774,-73.95969
0,40.7446585,-73.9485231
0,40.6891997,-73.8523216
0,40.6872294,-73.941785
0,40.577945,-74.1023153
0,40.66063,-73.95062
0,40.681506,-73.8178092
1,40.7541768,-73.9845951
0,40.698463,-73.91778
0,40.6304785,-73.9860936
0,40.6983784,-73.9830501
0,40.6679546,-73.8700642
0,40.6182458,-74.002399
1,40.71745,-74.00354
0,40.65965,-73.773834
0,40.75886,-73.86483
1,40.72931,-73.997894
0,40.5834547,-73.986467
0,40.6754032,-73.8719136
1,40.7649883,-73.9611495
0,40.616555,-73.9965818
0,40.7325834,-73.8680511
1,40.7065502,-74.0118736
0,40.6752603,-73.8820226
0,40.6016379,-73.9518348
0,40.7022739,-73.8115275
0,40.6004284,-73.9418895
0,40.6364547,-74.000526
1,40.7318354,-74.0051056
0,40.6215643,-74.1684829
1,40.7477688,-74.000397
1,40.7863684,-73.9759751
0,40.6425622,-73.9063202
0,40.6033557,-74.0934592
1,40.752693,-73.98566
1,40.7401843,-73.986363
0,40.6756735,-73.8978448
0,40.6185581,-73.9550356
1,40.79166,-73.96469
1,40.7398804,-73.9987117
0,40.754486,-73.86501
0,40.7024993,-73.9163236
1,40.8536861,-73.9305383
0,40.679939,-73.9412073
0,40.603229,-74.1178717
0,40.675037,-73.930534
0,40.748514,-73.8755553
0,40.6009501,-73.93715
0,40.5642697,-74.1503571
0,40.7700815,-73.8121876
0,40.6010288,-73.7649267
0,40.6829888,-73.7545855
0,40.7734642,-73.9231484
0,40.6827535,-73.8204198
1,40.7410799,-74.0015553
0,40.7736653,-73.9023809
0,40.5191263,-74.197135
0,40.7698881,-73.9278061
0,40.7625895,-73.8046316
0,40.6981605,-73.9252728
1,40.8212629,-73.9460792
1,40.7178702,-73.9971068
0,40.6410626,-73.9722693
0,40.6082027,-73.9207095
1,40.7472771,-73.9896169
0,40.5608278,-74.1348091
0,40.6768131,-73.9192363
1,40.7029601,-74.0115051
0,40.6671159,-73.8346499
1,40.818472,-73.941392
0,40.6891331,-73.8208533
0,40.6945469,-73.9272277
0,40.7555009,-73.7927159
0,40.6720098,-73.8662748
0,40.7056278,-73.9155117
0,40.6208269,-74.0818918
0,40.6960346,-73.9845292
1,40.80151,-73.93743
0,40.7000093,-73.8308861
0,40.7073811,-73.9184779
0,40.598935,-74.0637592
0,40.649395,-73.9417
0,40.7665762,-73.8334174
0,40.6703848,-73.9852958
1,40.7639242,-73.9741061
0,40.720155,-73.8753089
0,40.6974987,-73.9095139
1,40.866493,-73.91813
0,40.6970996,-73.9538538
0,40.6395035,-73.9874573
0,40.690754,-73.82164
0,40.5979121,-74.0836066
1,40.7454414,-73.9753944
0,40.74629,-73.93327
1,40.7942368,-73.9628046
0,40.6726172,-74.0005948
0,40.6840525,-73.9774579
0,40.6473458,-74.0079892
1,40.720936,-73.993805
0,40.52474,-74.2334345
0,40.6495224,-73.9557895
1,40.7534749,-73.9925287
0,40.6814249,-73.9912964
0,40.625027,-74.02744
0,40.6356855,-74.0129455
1,40.754505,-73.965706
0,40.7867497,-73.8429401
0,40.7020741,-73.9645186
0,40.5773711,-74.1114436
0,40.6323719,-73.9360467
0,40.671341,-73.8995854
0,40.709904,-73.79012
0,40.769337,-73.802765
1,40.753746,-73.984924
1,40.7454217,-73.9909669
0,40.7471367,-73.8924084
0,40.7438504,-73.7215931
0,40.698654,-73.88881
0,40.6271557,-73.9656248
0,40.6915553,-73.936758
0,40.70985,-73.917145
0,40.6802669,-73.9746902
0,40.6019398,-74.0821856
0,40.7444538,-73.9298257
0,40.766359,-73.8875543
0,40.6391374,-74.0201957
0,40.71235,-73.89129
0,40.7172094,-73.9347028
1,40.7348371,-73.983113
1,40.7476292,-73.9767362
0,40.7042244,-73.7979608
0,40.76856,-73.82141
0,40.6519384,-73.9293933
0,40.705605,-73.90689
0,40.6444252,-73.9488887
1,40.7503184,-73.9911106
0,40.669434,-73.9255
0,40.7125596,-73.7329853
0,40.66758,-73.737404
0,40.6968697,-73.7807198
0,40.60957,-74.00267
1,40.8613104,-73.921232
0,40.768112,-73.895226
1,40.7176779,-74.0057791
0,40.676796,-74.01356
1,40.7729916,-73.9820779
1,40.7591044,-73.9921418
1,40.8108569,-73.9390181
0,40.77229,-73.915405
0,40.5952978,-74.1618991
0,40.6888813,-73.9600039
1,40.7184575,-73.9948089
0,40.7597405,-73.931943
0,40.6130123,-73.9349812
0,40.6804635,-73.9613466
0,40.7486866,-73.8943909
1,40.7578281,-73.9930696
0,40.70683,-73.90745
1,40.7301223,-73.989468
0,40.7676154,-73.9278194
1,40.7592841,-73.959265
1,40.7401843,-73.986363
0,40.699531,-73.9110367
0,40.7457293,-73.8621209
0,40.6241247,-74.0106233
1,40.8163616,-73.9540891
0,40.7082901,-73.8307641
0,40.6743137,-73.9500807
0,40.682228,-73.739136
1,40.7585332,-73.9888427
0,40.6599002,-73.9160382
0,40.75933,-73.8259671
0,40.6700084,-73.9532706
0,40.5571819,-74.1994677
1,40.79859,-73.933525
0,40.6685789,-73.9867994
0,40.7571324,-73.8704137
0,40.5866578,-74.1104006
0,40.761217,-73.886397
0,40.6580713,-73.960426
1,40.8245097,-73.9518505
0,40.701084,-73.90042
0,40.71343,-73.780594
0,40.639156,-73.99443
0,40.690566,-73.9453483
0,40.5077536,-74.2300632
0,40.6813546,-73.8802127
1,40.7835703,-73.947583
0,40.704257,-73.967208
0,40.7048554,-73.7916543
0,40.6843828,-73.8232602
0,40.6701181,-73.9224672
0,40.7027908,-73.9293719
0,40.5827584,-74.1304
1,40.8660261,-73.9258723
0,40.723681,-73.8996076
1,40.7585332,-73.9888427
0,40.7203038,-73.7323374
0,40.592655,-73.981575
0,40.6339615,-74.0147538
0,40.6249577,-74.1457675
1,40.7521394,-73.97977
1,40.759163,-73.97675
0,40.687668,-73.8117
1,40.744559,-73.9831755
0,40.7408037,-73.9593232
0,40.658195,-73.90608
0,40.6821887,-73.8698094
0,40.7023623,-73.9129047
0,40.7372519,-73.9179831
0,40.6102054,-74.0632549
0,40.6889584,-73.7982342
1,40.835793,-73.939896
1,40.8230925,-73.956339
0,40.6508164,-73.837804
0,40.6933597,-73.9758464
0,40.685525,-73.7691972
0,40.7085426,-73.9274072
0,40.719704,-73.90624
0,40.715797,-73.746414
0,40.6844498,-73.9203052
0,40.667645,-73.98757
1,40.8632382,-73.9269238
0,40.6051381,-74.0172828
0,40.6122155,-73.9971727
0,40.68238,-73.90565
0,40.6392748,-73.9074526
0,40.7138108,-73.9205947
0,40.6933926,-73.8334236
0,40.644114,-74.0957684
0,40.7629894,-73.7672755
0,40.7689155,-73.8887269
0,40.6916018,-73.9705498
0,40.7247341,-73.7231521
0,40.6798891,-73.9403276
0,40.6317854,-73.9282617
0,40.62788,-73.93251
1,40.7591997,-73.9846193
0,40.7228927,-73.8619589
1,40.8327659,-73.9458242
1,40.86446,-73.91895
1,40.7199725,-73.9928968
0,40.70945,-73.81338
1,40.7077575,-74.015643
0,40.6800886,-73.9439725
0,40.734886,-73.934425
0,40.64325,-73.91313
0,40.6889931,-73.9450251
0,40.5927235,-73.7983702
1,40.8012354,-73.9418153
0,40.7530378,-73.7394642
0,40.696865,-73.815346
0,40.7004848,-73.9024916
1,40.7707422,-73.9945485
0,40.670353,-73.73372
1,40.780065,-73.9470478
1,40.7774101,-73.9787983
0,40.7187026,-73.8209218
1,40.8246527,-73.946221
1,40.7597902,-73.9879256
0,40.749157,-73.86943
0,40.6856627,-73.8467767
0,40.6864275,-73.9357353
1,40.8070387,-73.9497391
1,40.812504,-73.94296
0,40.6289412,-74.1161879
1,40.8064131,-73.9501947
0,40.6111451,-74.1420528
0,40.6726382,-73.9707493
0,40.75766,-73.77989
0,40.655746,-73.95812
1,40.7457274,-73.9781227
0,40.7192826,-73.7636078
0,40.685352,-73.92558
0,40.5345857,-74.1536144
1,40.8503542,-73.9406048
0,40.61562,-73.95959
1,40.7704191,-73.9511351
1,40.7589782,-73.9939358
0,40.7043845,-73.9018151
1,40.7560353,-73.9869481
0,40.65728,-73.947365
0,40.6605313,-73.9323361
0,40.5612706,-74.1191041
0,40.776756,-73.7764308
0,40.7008229,-73.9574578
0,40.6415384,-73.9389818
0,40.7917342,-73.8101655
1,40.7169671,-73.9944266
0,40.7709167,-73.8890412
0,40.609674,-73.9652232
0,40.577945,-74.1023153
0,40.70798,-73.801865
0,40.69151,-73.7299
1,40.834114,-73.941118
0,40.7567863,-73.7307506
1,40.7094319,-74.0149545
0,40.7159724,-73.762274
0,40.6054703,-73.9607309
0,40.7077496,-73.9322954
1,40.7483655,-73.9804027
1,40.719058,-74.0124422
1,40.704025,-74.0127
0,40.6030962,-73.9365573
0,40.6184717,-74.0212161
0,40.67765,-73.91305
0,40.5961831,-73.9973858
1,40.7746554,-73.9540926
0,40.6585778,-73.8906229
0,40.7215043,-73.9384288
1,40.7746554,-73.9540926
0,40.651871,-73.904552
1,40.7609373,-73.9712411
0,40.7268374,-73.8904279
0,40.7302774,-73.743984
1,40.7426458,-73.9824542
0,40.7217592,-73.8202101
0,40.6859497,-73.9594215
1,40.7203211,-73.9940403
0,40.7424529,-73.8723729
0,40.7077158,-73.802787
1,40.7642781,-73.9730158
0,40.6854052,-73.9752435
0,40.6667525,-73.7799356
0,40.738325,-73.8855916
1,40.7476292,-73.9767362
0,40.6599762,-73.8342819
0,40.6407675,-73.9514066
0,40.6087258,-74.0883777
0,40.588387,-74.09965
1,40.7342536,-74.0029696
0,40.635136,-73.90533
0,40.7544967,-73.7796205
0,40.74217,-73.79903
1,40.7217925,-73.9998521
0,40.67398,-73.97262
0,40.7295749,-73.8608265
0,40.691563,-73.86563
0,40.6859127,-73.8389121
0,40.5958903,-74.0858762
1,40.7168327,-73.9968147
1,40.7454217,-73.9909669
0,40.6100771,-74.0073112
0,40.6428925,-74.113852
0,40.6235899,-74.025047
1,40.7180184,-73.9999567
0,40.6148037,-74.0059791
0,40.7472374,-73.8915059
0,40.688904,-73.980934
0,40.7500029,-73.8992286
0,40.61265,-73.96187
0,40.6697253,-73.8609622
0,40.67851,-73.81435
0,40.6778755,-73.7790841
0,40.7419352,-73.9538047
1,40.7592907,-73.9882866
0,40.598984,-73.94646
1,40.7612344,-73.9638843
0,40.6622787,-73.9107764
0,40.5881398,-73.931783
0,40.54968,-74.1592626
0,40.6264954,-74.1049115
0,40.5936596,-73.984679
1,40.7496708,-73.9952973
0,40.7074257,-73.9423264
0,40.7683907,-73.7914303
1,40.7545379,-73.9773979
0,40.6821813,-73.9465811
0,40.6504847,-73.9148356
0,40.549593,-74.1373916
0,40.76941,-73.87621
1,40.8605269,-73.9193784
0,40.704257,-73.967208
0,40.6475955,-73.9735026
1,40.725432,-73.996771
0,40.6938306,-73.8288643
0,40.7023333,-73.7661239
0,40.5957085,-73.9650613
0,40.5883886,-74.0996382
0,40.6904088,-73.7304597
1,40.7250257,-74.0058952
0,40.7418481,-73.7820802
0,40.6691002,-73.9366568
1,40.83016,-73.94167
0,40.5842247,-74.1027893
0,40.66612,-73.82225
0,40.7601874,-73.9146953
0,40.617397,-73.910866
0,40.5882789,-73.9514952
0,40.7324716,-73.8616432
0,40.6600132,-74.0017553
0,40.7703133,-73.8760236
0,40.69406,-73.7573
0,40.7051481,-73.7956894
0,40.6287705,-73.9182425
0,40.660984,-73.90879
1,40.74478,-73.9758819
1,40.8328813,-73.9354384
0,40.725803,-73.79161
1,40.7485121,-73.9887144
0,40.7019114,-73.936979
0,40.759075,-73.86985
0,40.6662667,-73.8457218
0,40.6056754,-73.9669612
1,40.7997827,-73.9681976
1,40.7652424,-73.9578679
0,40.5465377,-74.1628532
1,40.7333357,-73.9831855
1,40.7150813,-73.9924897
0,40.6547385,-73.9069229
1,40.777874,-73.9517434
0,40.6797415,-73.8921169
0,40.666862,-73.8045
0,40.680878,-73.74396
1,40.7555046,-73.9680671
0,40.5596326,-74.1236826
0,40.7088677,-73.9062558
0,40.6649477,-73.9426118
0,40.6543162,-73.9221576
0,40.6945594,-73.9065464
0,40.6896895,-73.9923627
0,40.6109553,-74.0087664
0,40.7226205,-73.9015249
0,40.628335,-73.9548849
1,40.71491,-74.01135
1,40.7457333,-73.9802086
1,40.7210624,-73.9981962
1,40.7353901,-73.9751095
1,40.784237,-73.9470697
0,40.712387,-73.90045
1,40.7724613,-73.9670409
1,40.740443,-73.9945943
0,40.7241585,-73.7549679
0,40.7043047,-73.8031398
0,40.7535649,-73.8867205
1,40.725432,-73.996771
0,40.6167932,-73.923725
0,40.7176783,-73.8171259
1,40.73639,-74.00688
0,40.6946875,-73.955197
0,40.7095169,-73.7323518
1,40.7194838,-73.9912843
0,40.6227987,-74.0283499
0,40.7004848,-73.9024916
0,40.6512285,-73.9409587
0,40.600723,-74.00586
0,40.613056,-73.917563
0,40.69369,-73.93121
1,40.7901865,-73.9769055
0,40.781677,-73.8386985
0,40.6578658,-73.8922676
0,40.7214535,-73.8439779
0,40.7098841,-73.7542485
0,40.6726094,-73.8999116
0,40.7550297,-73.8726917
0,40.6289211,-73.9790004
0,40.64756,-73.96274
1,40.76161,-73.97076
0,40.7023404,-73.8119312
0,40.7447842,-73.8590805
0,40.6632938,-73.9254236
0,40.6894673,-73.7988745
0,40.6501456,-74.0050741
0,40.5903421,-74.0666242
1,40.7452931,-73.9984879
1,40.7246935,-73.9941806
0,40.5993815,-73.9514043
1,40.7845155,-73.9498247
1,40.7323159,-74.0005124
1,40.75645,-73.97032
0,40.6419491,-73.9322649
1,40.7535244,-73.9945354
0,40.7191884,-73.9584165
1,40.8043758,-73.9374202
0,40.6343947,-73.9820143
1,40.76468,-73.9643
0,40.7155183,-73.9445559
0,40.7602718,-73.8039995
0,40.6878706,-73.9783472
0,40.6420976,-74.0098623
0,40.7399663,-73.8942315
0,40.6509669,-73.9769717
0,40.677483,-73.93033
1,40.7098381,-74.0148211
0,40.6627814,-73.8808552
1,40.8141049,-73.9408539
1,40.753261,-74.0038223
1,40.8179137,-73.9342643
0,40.6289354,-74.0852198
1,40.7332161,-74.0030309
1,40.7621841,-73.9936106
0,40.6811205,-73.9644216
1,40.7219864,-73.9855153
1,40.821636,-73.93909
0,40.65473,-73.90692
0,40.6902385,-73.9943603
1,40.7583292,-73.9689357
0,40.5973783,-73.7649684
0,40.75539,-73.828285
1,40.7605247,-73.9799732
0,40.6975248,-73.7468181
0,40.712296,-73.88954
0,40.707954,-73.83715
1,40.7741151,-73.988627
1,40.8000308,-73.9548552
0,40.6810858,-73.8830326
0,40.6801883,-73.9679554
0,40.718278,-73.8635701
1,40.7246333,-73.9985857
0,40.6454517,-73.9730998
0,40.534325,-74.193016
1,40.7521904,-73.9934636
1,40.8668809,-73.9234598
0,40.6745572,-73.859593
1,40.7162039,-73.9919052
0,40.6655588,-73.7298428
0,40.636955,-74.11755
1,40.7872263,-73.9541633
0,40.7445767,-73.8258072
0,40.658168,-73.7409773
1,40.7120705,-73.9969484
0,40.686028,-73.82506
0,40.6635556,-73.9316086
1,40.746742,-73.972755
0,40.7704007,-73.8755722
0,40.6806417,-73.9533713
1,40.8489388,-73.9370711
1,40.7156221,-73.9942752
0,40.70339,-73.95499
0,40.6968646,-73.8153438
0,40.683181,-73.911812
0,40.7660506,-73.8758655
0,40.6697253,-73.8609622
1,40.8082207,-73.9367194
1,40.748177,-73.970375
0,40.6414086,-73.9122888
1,40.7858819,-73.948827
1,40.759308,-73.9652931
0,40.6168265,-73.9925079
0,40.6341296,-73.9285006
0,40.6739849,-73.9069574
0,40.5956682,-74.0736799
1,40.7171751,-74.0128675
0,40.692554,-73.92357
0,40.7635143,-73.8782853
1,40.7168135,-73.9977634
0,40.68676,-73.94595
0,40.6178962,-74.0293024
0,40.5305662,-74.1585119
1,40.7454163,-74.0081994
1,40.741863,-73.98937
0,40.698142,-73.9182729
0,40.6612928,-73.9066651
0,40.7407243,-73.8501144
0,40.6235929,-73.9757996
0,40.726524,-73.72601
0,40.6346161,-74.0235199
1,40.798332,-73.9488
0,40.6146211,-73.9686568
0,40.7268227,-73.9475447
1,40.8158809,-73.9605598
1,40.8062963,-73.9360169
0,40.6688236,-73.9733211
0,40.5979307,-73.9854918
0,40.76157,-73.827095
1,40.7595778,-73.9680255
0,40.6984445,-73.9849614
1,40.7622904,-73.9861058
1,40.7440332,-74.003118
0,40.5965113,-73.9078755
0,40.6062802,-74.0682247
0,40.532116,-74.15603
0,40.63104,-73.947495
0,40.6772073,-73.897226
0,40.7455458,-73.7696534
0,40.6530329,-73.9430293
0,40.5608051,-73.9126898
0,40.6354759,-73.8915579
0,40.6231828,-73.9861023
0,40.7136357,-73.7797267
1,40.7767295,-73.9792787
1,40.7428639,-74.0039696
0,40.719246,-73.95407
1,40.7410552,-73.9978601
0,40.776188,-73.90596
1,40.7584292,-73.9926328
0,40.617105,-73.9460676
0,40.7555143,-73.8202994
0,40.6514087,-73.9134073
1,40.7213996,-74.0091814
0,40.6068625,-74.1157929
0,40.7138774,-73.7540462
0,40.6772496,-73.9275386
0,40.7540126,-73.9197202
1,40.843437,-73.94164
0,40.6994847,-73.9610326
0,40.6815047,-73.9742282
1,40.7716958,-73.9591816
1,40.7563515,-74.0054034
0,40.6292331,-73.9961164
1,40.8483929,-73.9376716
0,40.615826,-73.9577
0,40.6754919,-73.9675178
0,40.6454517,-73.9730998
0,40.6541334,-73.9123297
1,40.861153,-73.92134
0,40.7367624,-73.8875357
1,40.8481201,-73.9308839
0,40.5865146,-73.9603172
0,40.6220592,-73.9675726
0,40.6963525,-73.940706
0,40.6319213,-73.9675498
0,40.6527885,-73.919961
0,40.6317075,-73.946481
0,40.6488,-74.0134237
1,40.7683816,-73.992805
0,40.6783025,-73.8477454
0,40.7016614,-73.9614533
0,40.7667442,-73.9259648
0,40.5966808,-74.1413991
0,40.6332268,-73.9951794
1,40.7710646,-73.9596441
0,40.7070923,-73.8972304
0,40.692421,-73.8515031
0,40.6529729,-73.9440024
1,40.7762371,-73.9558679
0,40.6851747,-73.8188412
0,40.7239461,-73.7519129
0,40.6396194,-73.9204236
1,40.7383125,-73.9877418
1,40.7192038,-73.9903644
0,40.625843,-73.95537
1,40.75991,-73.95882
0,40.6488,-74.0134237
0,40.7190508,-73.9133988
0,40.665257,-73.73926
0,40.6756249,-73.8987786
1,40.7616096,-73.9707499
0,40.580585,-73.96649
0,40.6726984,-73.9363433
0,40.685207,-73.84837
0,40.6996983,-73.8212505
0,40.6922854,-73.9369052
0,40.731779,-73.7701087
1,40.7279758,-73.988119
0,40.766359,-73.8875543
0,40.7485401,-73.9496281
0,40.71388,-73.75404
1,40.7622265,-73.9681866
0,40.6296472,-74.0106999
1,40.7623421,-73.9823516
1,40.7564966,-73.972362
0,40.7526127,-73.7922882
0,40.724693,-73.76481
0,40.7636922,-73.7249793
0,40.6807554,-73.8204432
0,40.6376149,-73.9858363
0,40.6163135,-74.0008248
0,40.61052,-73.95746
0,40.6445622,-73.98835
1,40.7440605,-74.0068099
0,40.770792,-73.9207867
0,40.636147,-73.9909565
1,40.71329,-73.998184
0,40.6320154,-73.9417575
0,40.6140296,-73.973995
0,40.714916,-73.807625
0,40.6916906,-73.9058473
0,40.650623,-73.73498
1,40.7621266,-73.9973865
0,40.6355523,-73.9780219
0,40.643253,-73.90132
0,40.787785,-73.83825
1,40.7422847,-74.0044171
0,40.633137,-73.9905
1,40.718628,-73.98532
0,40.699844,-73.991035
0,40.67279,-73.922226
0,40.6853613,-73.882203
1,40.7497247,-73.9836217
1,40.7909397,-73.9472305
0,40.6869042,-73.944623
0,40.6175896,-73.9638107
0,40.633857,-73.9114377
0,40.7732761,-73.925109
0,40.7689569,-73.8266821
0,40.641747,-73.98513
0,40.6676429,-73.7892869
0,40.691555,-73.93677
0,40.6870157,-73.7748639
0,40.6748146,-73.863623
0,40.6657507,-73.9792267
1,40.7586447,-73.9813418
0,40.7279629,-73.950073
0,40.7528605,-73.8744536
1,40.80404,-73.96439
1,40.7730328,-73.9821971
0,40.712322,-73.88348
0,40.671645,-73.9625737
1,40.7979178,-73.9638463
0,40.7364824,-73.8742715
1,40.7368775,-74.0055354
0,40.5979254,-73.9871915
0,40.5384212,-74.1569907
0,40.7444992,-73.8218088
0,40.7439184,-73.9251853
0,40.7306048,-73.8214995
0,40.7172958,-73.7533157
0,40.5851593,-73.9873883
0,40.608479,-74.0137686
0,40.60013,-73.94451
0,40.7543425,-73.8276116
0,40.651367,-73.95592
1,40.7465356,-73.9859503
1,40.7339213,-73.9927942
1,40.7416452,-74.0048609
0,40.67208,-73.895935
0,40.7026895,-73.8394775
0,40.6108205,-73.9547959
1,40.7083514,-74.0004833
1,40.7614858,-73.9605992
0,40.7313888,-73.9001444
0,40.674786,-73.8762
0,40.6328856,-73.9476978
1,40.7755624,-73.950337
0,40.6678235,-73.9312149
0,40.77041,-73.87558
0,40.688616,-73.9891681
0,40.6931713,-73.7568704
0,40.5880738,-73.9415258
0,40.6860873,-73.9826602
0,40.7108634,-73.9580032
0,40.6845033,-73.9263842
1,40.857109,-73.9356029
0,40.6689643,-73.9505858
0,40.707375,-73.9653
0,40.6969956,-73.9547447
0,40.6426101,-73.8892006
0,40.7619707,-73.9253817
0,40.6775274,-73.9637097
0,40.7199104,-73.8090389
0,40.672554,-73.97359
0,40.66331,-73.92106
1,40.7801763,-73.9571976
0,40.6294343,-73.9670755
0,40.7533853,-73.8190924
1,40.7353901,-73.9751095
1,40.7140518,-73.9901992
0,40.6798891,-73.9403276
0,40.6766464,-73.9164642
0,40.680036,-73.9054924
1,40.7503074,-74.0083661
0,40.7152274,-73.9444984
1,40.7256734,-74.0057798
0,40.744669,-73.9316841
1,40.7203211,-73.9940403
0,40.582863,-73.955475
1,40.7683816,-73.992805
0,40.75868,-73.77558
0,40.7362694,-73.7728608
0,40.66374,-73.95097
0,40.6923456,-73.8046896
0,40.6092589,-74.0105381
0,40.6787832,-73.9109381
1,40.7339213,-73.9927942
1,40.744495,-73.98112
0,40.686027,-73.8250515
0,40.6906828,-73.8530467
1,40.8280407,-73.9425037
1,40.743225,-74.008644
0,40.6511569,-73.9181358
0,40.6594042,-73.9504919
1,40.8146854,-73.9381909
0,40.7418634,-73.9075049
0,40.661997,-73.9195931
0,40.7004229,-73.8887294
1,40.7150376,-73.9968076
0,40.7027611,-73.9454502
0,40.6848568,-73.9780417
0,40.65753,-73.89797
0,40.614822,-74.064674
1,40.7168135,-73.9977634
0,40.740427,-73.8967026
0,40.7108183,-73.7706571
1,40.7605247,-73.9799732
1,40.8030248,-73.936309
0,40.7409206,-73.9333804
0,40.7165923,-73.7429182
0,40.6729676,-73.9418587
1,40.8030248,-73.936309
0,40.7004248,-73.9443882
1,40.7851739,-73.9433171
0,40.7044163,-73.9519012
0,40.738068,-73.861046
0,40.75001,-73.8653
1,40.7546882,-73.9953547
0,40.6687233,-73.8108112
1,40.8067067,-73.9648494
0,40.6891332,-73.9513172
0,40.6714232,-73.8430098
0,40.6973167,-73.9322699
0,40.69119,-73.9978
0,40.688616,-73.9891681
0,40.7357781,-73.7465392
0,40.6631828,-73.9624487
0,40.7047636,-73.9199563
1,40.7597856,-73.976288
1,40.730946,-74.0067364
0,40.7360731,-73.7735507
1,40.8050452,-73.9369284
0,40.773596,-73.9117789
0,40.7278536,-73.8139446
0,40.7418418,-73.8810025
0,40.6782504,-73.8358012
1,40.7559788,-73.9769607
0,40.7461882,-73.9294811
0,40.6105244,-74.0080496
1,40.7419703,-73.9808593
0,40.72106,-73.75945
1,40.8501677,-73.9357542
0,40.621384,-74.026054
0,40.6982205,-73.94395
0,40.6788706,-73.9216458
1,40.7570653,-74.001054
0,40.7142298,-73.8164536
0,40.6129315,-74.0874865
0,40.6774132,-73.9303181
0,40.7559505,-73.8816487
0,40.6736833,-73.9221314
0,40.735123,-73.87524
0,40.653805,-73.93061
0,40.7538949,-73.862104
0,40.7786873,-73.91899
0,40.6919621,-73.7972118
0,40.6501081,-73.9302061
1,40.7224983,-73.9768929
1,40.754584,-73.9991446
0,40.6515314,-73.9630211
0,40.6259834,-74.0015202
1,40.7555046,-73.9680671
0,40.7430459,-73.9177522
1,40.784237,-73.947075
0,40.6119531,-73.9681646
1,40.7590602,-73.9726136
0,40.6434336,-73.886457
0,40.6627909,-73.9988646
0,40.7651657,-73.8190893
0,40.6363936,-73.8925653
1,40.719395,-74.00189
1,40.760927,-73.9945276
0,40.6787891,-73.8442543
0,40.7006979,-73.7831993
0,40.6895074,-73.9701325
0,40.7248742,-73.8065208
1,40.7554056,-73.9794839
0,40.6756735,-73.8978448
1,40.7205573,-74.0035102
0,40.66214,-73.98224
1,40.7515235,-73.9939473
1,40.7237466,-74.0061151
0,40.58951,-74.08945
0,40.5803141,-74.1136733
0,40.7140523,-73.7780011
0,40.6774056,-73.9830482
1,40.7548762,-73.9685222
0,40.7468466,-73.9564395
0,40.729804,-73.7446569
0,40.6898733,-73.8428113
1,40.750218,-73.979056
1,40.8103186,-73.9436244
1,40.7579074,-73.9892976
0,40.7210307,-73.9040958
0,40.626568,-73.970924
0,40.686646,-73.93392
1,40.8179137,-73.9342643
0,40.7010761,-73.9404204
0,40.786358,-73.8149
0,40.682243,-73.8222131
0,40.6765736,-73.9007925
0,40.736675,-73.95417
0,40.62764,-73.99657
0,40.6816173,-73.9985182
0,40.619827,-73.94342
0,40.6344828,-73.9188516
0,40.677773,-73.93587
0,40.664375,-73.92376
1,40.7591654,-73.976743
0,40.7528522,-73.8933989
0,40.6465718,-73.8961633
0,40.7109458,-73.828099
1,40.7267792,-73.9889851
1,40.7769576,-73.9595466
0,40.693985,-73.9833
0,40.6810756,-73.8811001
0,40.6728543,-73.8804875
1,40.7130201,-73.9944594
1,40.7642144,-73.9709581
0,40.6931192,-73.968811
1,40.7242353,-73.9977848
1,40.7439064,-73.9889786
1,40.7611802,-73.9579029
0,40.7629027,-73.7691746
0,40.6783447,-73.9854275
1,40.7494844,-73.9753821
0,40.7201559,-73.8896633
1,40.7533873,-73.996304
0,40.7121162,-73.7311691
1,40.7546776,-73.9758061
0,40.699716,-73.7986849
1,40.720837,-73.997665
0,40.633111,-73.9721609
0,40.7612994,-73.8095122
0,40.6362427,-74.0123619
0,40.679607,-73.89303
1,40.7477688,-74.000397
0,40.6709913,-73.8443483
0,40.6293142,-74.0852059
0,40.6759124,-73.8949099
0,40.6926172,-73.8215219
0,40.6566254,-74.0127369
0,40.637394,-73.95374
1,40.7567104,-73.9864571
0,40.7381551,-73.9406002
0,40.6991826,-73.7845566
0,40.5825335,-73.9572199
0,40.70323,-73.857925
1,40.7720212,-73.9560151
0,40.6182828,-74.1051867
0,40.6322943,-73.966775
1,40.760418,-73.97584
0,40.58524,-74.093414
0,40.5591268,-74.1694734
1,40.7547827,-73.9799352
1,40.7993,-73.9411271
0,40.7137996,-73.9331802
0,40.6833031,-73.9172671
0,40.6647091,-73.9282299
0,40.7758291,-73.9102595
0,40.7185091,-73.9548671
1,40.7191049,-73.9900037
0,40.6808598,-73.8646778
1,40.750957,-73.98273
1,40.7548409,-73.9841185
0,40.7575232,-73.8291338
1,40.754684,-73.984245
0,40.7609751,-73.8977176
1,40.8220183,-73.9536697
0,40.6007117,-73.7537536
0,40.7468378,-73.7108727
0,40.6517331,-73.930381
0,40.6589318,-73.8848628
1,40.8483929,-73.9376716
1,40.7235531,-73.9812759
1,40.7115348,-74.0104641
1,40.7639911,-73.958782
0,40.6088143,-73.9729958
0,40.6134024,-73.9807053
0,40.6996781,-73.8877136
0,40.60872,-73.9914
0,40.7043457,-73.984585
0,40.7184155,-73.9616204
1,40.7617706,-73.979056
1,40.7754866,-73.9821639
1,40.7152351,-74.0054181
0,40.6530252,-73.738943
